Tipo de dato;Agregados macroeconómicos: Nivel 1;Agregados macroeconómicos: Nivel 2;Niveles y tasas;Periodo;Total
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2011T1;17.930
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2010T4;23.856
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2010T3;21.297
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2010T2;23.390
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2010T1;21.142
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2009T4;28.363
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2009T3;26.380
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2009T2;29.495
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2009T1;25.791
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2008T4;30.877
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2008T3;28.790
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2008T2;31.560
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2008T1;27.342
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2007T4;30.832
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2007T3;28.190
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2007T2;30.614
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2007T1;26.826
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2006T4;30.191
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2006T3;27.349
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2006T2;28.942
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2006T1;25.090
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2005T4;27.962
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2005T3;24.208
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2005T2;25.954
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2005T1;22.779
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2004T4;24.978
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2004T3;20.818
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2004T2;23.059
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2004T1;19.981
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2003T4;22.139
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2003T3;19.289
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2003T2;21.615
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2003T1;18.808
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2002T4;20.546
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2002T3;17.488
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2002T2;19.795
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2002T1;17.179
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2001T4;18.603
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2001T3;15.893
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2001T2;17.914
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2001T1;15.140
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2000T4;16.283
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2000T3;14.077
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2000T2;15.760
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;2000T1;13.498
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;1999T4;14.515
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;1999T3;12.354
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;1999T2;13.857
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;1999T1;11.681
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;1998T4;12.961
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;1998T3;11.073
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;1998T2;12.146
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;1998T1;10.382
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;1997T4;11.727
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;1997T3;9.981
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;1997T2;11.175
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;1997T1;9.588
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;1996T4;11.033
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;1996T3;9.635
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;1996T2;10.692
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;1996T1;9.266
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;1995T4;10.728
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;1995T3;9.171
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;1995T2;10.482
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Dato base;1995T1;9.133
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2025T2;28,1869
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2025T1;-15,2469
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2024T4;19,1771
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2024T3;-16,6623
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2024T2;23,3469
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2024T1;-13,904
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2023T4;16,2754
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2023T3;-14,5669
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2023T2;24,5313
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2023T1;-14,9063
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2022T4;17,0987
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2022T3;-11,81
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2022T2;26,7686
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2022T1;-14,3384
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2021T4;18,2505
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2021T3;-13,3642
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2021T2;24,2051
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2021T1;-18,9395
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2020T4;11,8633
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2020T3;3,6535
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2020T2;0,2772
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2020T1;-23,8016
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2019T4;14,2127
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2019T3;-12,8735
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2019T2;21,0335
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2019T1;-10,8404
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2018T4;14,901
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2018T3;-9,391
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2018T2;20,6936
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2018T1;-15,5935
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2017T4;12,7212
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2017T3;-9,7658
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2017T2;21,4665
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2017T1;-14,6336
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2016T4;10,8425
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2016T3;-9,2445
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2016T2;19,1556
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2016T1;-14,369
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2015T4;13,7005
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2015T3;-9,4554
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2015T2;20,9125
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2015T1;-15,2336
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2014T4;14,3434
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2014T3;-8,7526
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2014T2;21,0896
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2014T1;-20,0264
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2013T4;13,756
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2013T3;-8,6499
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2013T2;15,9114
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2013T1;-26,6145
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2012T4;12,9439
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2012T3;-11,1854
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2012T2;13,0567
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2012T1;-23,3411
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2011T4;11,3613
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2011T3;-12,8071
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2011T2;13,0508
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2011T1;-24,8407
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2010T4;12,0158
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2010T3;-8,9483
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2010T2;10,6329
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2010T1;-25,4592
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2009T4;7,5171
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2009T3;-10,5611
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2009T2;14,3616
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2009T1;-16,4718
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2008T4;7,249
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2008T3;-8,7769
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2008T2;15,4268
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2008T1;-11,3194
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2007T4;9,3721
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2007T3;-7,9179
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2007T2;14,1206
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2007T1;-11,1457
Datos no ajustados de estacionalidad y calendario;VABpb Construcción (F, CNAE 2009);;Variación trimestral;2006T4;10,3916
